key,template_x,itemname,value_type,description,application,discovery_rule,template_y,units
MySQL.recovery-system-memory,['Percona MySQL Server Template'],Recovery System Memory,0,MySQL Recovery System Memory,MySQL,,Percona MySQL Server Template,B
MySQL.read-views,['Percona MySQL Server Template'],Read Views,0,MySQL Read Views,MySQL,,Percona MySQL Server Template,
MySQL.Questions,['Percona MySQL Server Template'],Questions,0,MySQL Questions,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-13,['Percona MySQL Server Template'],Query Time Total 13,0,MySQL Query Time Total 13,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-12,['Percona MySQL Server Template'],Query Time Total 12,0,MySQL Query Time Total 12,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-11,['Percona MySQL Server Template'],Query Time Total 11,0,MySQL Query Time Total 11,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-10,['Percona MySQL Server Template'],Query Time Total 10,0,MySQL Query Time Total 10,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-09,['Percona MySQL Server Template'],Query Time Total 09,0,MySQL Query Time Total 09,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-08,['Percona MySQL Server Template'],Query Time Total 08,0,MySQL Query Time Total 08,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-07,['Percona MySQL Server Template'],Query Time Total 07,0,MySQL Query Time Total 07,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-05,['Percona MySQL Server Template'],Query Time Total 05,0,MySQL Query Time Total 05,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-03,['Percona MySQL Server Template'],Query Time Count 03,0,MySQL Query Time Count 03,MySQL,,Percona MySQL Server Template,
MySQL.Com-load,['Percona MySQL Server Template'],Com Load,0,MySQL Com Load,MySQL,,Percona MySQL Server Template,
MySQL.Com-insert,['Percona MySQL Server Template'],Com Insert,0,MySQL Com Insert,MySQL,,Percona MySQL Server Template,
MySQL.hash-index-cells-total,['Percona MySQL Server Template'],Hash Index Cells Total,0,MySQL Hash Index Cells Total,MySQL,,Percona MySQL Server Template,
MySQL.log-bytes-written,['Percona MySQL Server Template'],Log Bytes Written,0,MySQL Log Bytes Written,MySQL,,Percona MySQL Server Template,B
MySQL.log-writes,['Percona MySQL Server Template'],Log Writes,0,MySQL Log Writes,MySQL,,Percona MySQL Server Template,
MySQL.max-connections,['Percona MySQL Server Template'],Max Connections,0,MySQL Max Connections,MySQL,,Percona MySQL Server Template,
MySQL.Max-used-connections,['Percona MySQL Server Template'],Max Used Connections,0,MySQL Max Used Connections,MySQL,,Percona MySQL Server Template,
MySQL.Handler-write,['Percona MySQL Server Template'],Handler Write,0,MySQL Handler Write,MySQL,,Percona MySQL Server Template,
MySQL.Handler-update,['Percona MySQL Server Template'],Handler Update,0,MySQL Handler Update,MySQL,,Percona MySQL Server Template,
MySQL.modified-pages,['Percona MySQL Server Template'],Modified Pages,0,MySQL Modified Pages,MySQL,,Percona MySQL Server Template,B
MySQL.Handler-savepoint-rollback,['Percona MySQL Server Template'],Handler Savepoint Rollback,0,MySQL Handler Savepoint Rollback,MySQL,,Percona MySQL Server Template,
MySQL.log-bytes-flushed,['Percona MySQL Server Template'],Log Bytes Flushed,0,MySQL Log Bytes Flushed,MySQL,,Percona MySQL Server Template,B
MySQL.Handler-savepoint,['Percona MySQL Server Template'],Handler Savepoint,0,MySQL Handler Savepoint,MySQL,,Percona MySQL Server Template,
MySQL.Handler-read-rnd-next,['Percona MySQL Server Template'],Handler Read Rnd Next,0,MySQL Handler Read Rnd Next,MySQL,,Percona MySQL Server Template,
MySQL.Handler-read-rnd,['Percona MySQL Server Template'],Handler Read Rnd,0,MySQL Handler Read Rnd,MySQL,,Percona MySQL Server Template,
MySQL.Handler-read-prev,['Percona MySQL Server Template'],Handler Read Prev,0,MySQL Handler Read Prev,MySQL,,Percona MySQL Server Template,
MySQL.Open-files,['Percona MySQL Server Template'],Open Files,0,MySQL Open Files,MySQL,,Percona MySQL Server Template,
MySQL.Open-tables,['Percona MySQL Server Template'],Open Tables,0,MySQL Open Tables,MySQL,,Percona MySQL Server Template,
MySQL.Handler-read-next,['Percona MySQL Server Template'],Handler Read Next,0,MySQL Handler Read Next,MySQL,,Percona MySQL Server Template,
MySQL.Opened-tables,['Percona MySQL Server Template'],Opened Tables,0,MySQL Opened Tables,MySQL,,Percona MySQL Server Template,
MySQL.Handler-read-key,['Percona MySQL Server Template'],Handler Read Key,0,MySQL Handler Read Key,MySQL,,Percona MySQL Server Template,
MySQL.Handler-read-first,['Percona MySQL Server Template'],Handler Read First,0,MySQL Handler Read First,MySQL,,Percona MySQL Server Template,
MySQL.Handler-rollback,['Percona MySQL Server Template'],Handler Rollback,0,MySQL Handler Rollback,MySQL,,Percona MySQL Server Template,
MySQL.hash-index-cells-used,['Percona MySQL Server Template'],Hash Index Cells Used,0,MySQL Hash Index Cells Used,MySQL,,Percona MySQL Server Template,
MySQL.history-list,['Percona MySQL Server Template'],History List,0,MySQL History List,MySQL,,Percona MySQL Server Template,
MySQL.ibuf-cell-count,['Percona MySQL Server Template'],Ibuf Cell Count,0,MySQL Ibuf Cell Count,MySQL,,Percona MySQL Server Template,
MySQL.innodb-lock-wait-secs,['Percona MySQL Server Template'],Innodb Lock Wait Secs,0,MySQL Innodb Lock Wait Secs,MySQL,,Percona MySQL Server Template,
MySQL.Innodb-row-lock-time,['Percona MySQL Server Template'],Innodb Row Lock Time,0,MySQL Innodb Row Lock Time,MySQL,,Percona MySQL Server Template,
MySQL.Innodb-row-lock-waits,['Percona MySQL Server Template'],Innodb Row Lock Waits,0,MySQL Innodb Row Lock Waits,MySQL,,Percona MySQL Server Template,
MySQL.innodb-sem-wait-time-ms,['Percona MySQL Server Template'],Innodb Sem Wait Time Ms,0,MySQL Innodb Sem Wait Time Ms,MySQL,,Percona MySQL Server Template,
MySQL.innodb-sem-waits,['Percona MySQL Server Template'],Innodb Sem Waits,0,MySQL Innodb Sem Waits,MySQL,,Percona MySQL Server Template,
MySQL.innodb-tables-in-use,['Percona MySQL Server Template'],Innodb Tables In Use,0,MySQL Innodb Tables In Use,MySQL,,Percona MySQL Server Template,
MySQL.innodb-transactions,['Percona MySQL Server Template'],Innodb Transactions,0,MySQL Innodb Transactions,MySQL,,Percona MySQL Server Template,
MySQL.innodb-lock-structs,['Percona MySQL Server Template'],Innodb Lock Structs,0,MySQL Innodb Lock Structs,MySQL,,Percona MySQL Server Template,
MySQL.Key-buf-bytes-used,['Percona MySQL Server Template'],Key Buf Bytes Used,0,MySQL Key Buf Bytes Used,MySQL,,Percona MySQL Server Template,B
MySQL.key-buffer-size,['Percona MySQL Server Template'],Key Buffer Size,0,MySQL Key Buffer Size,MySQL,,Percona MySQL Server Template,B
MySQL.Key-read-requests,['Percona MySQL Server Template'],Key Read Requests,0,MySQL Key Read Requests,MySQL,,Percona MySQL Server Template,
MySQL.Key-reads,['Percona MySQL Server Template'],Key Reads,0,MySQL Key Reads,MySQL,,Percona MySQL Server Template,
MySQL.Key-write-requests,['Percona MySQL Server Template'],Key Write Requests,0,MySQL Key Write Requests,MySQL,,Percona MySQL Server Template,
MySQL.Key-writes,['Percona MySQL Server Template'],Key Writes,0,MySQL Key Writes,MySQL,,Percona MySQL Server Template,
MySQL.ibuf-used-cells,['Percona MySQL Server Template'],Ibuf Used Cells,0,MySQL Ibuf Used Cells,MySQL,,Percona MySQL Server Template,
MySQL.ibuf-merges,['Percona MySQL Server Template'],Ibuf Merges,0,MySQL Ibuf Merges,MySQL,,Percona MySQL Server Template,
MySQL.lock-system-memory,['Percona MySQL Server Template'],Lock System Memory,0,MySQL Lock System Memory,MySQL,,Percona MySQL Server Template,B
MySQL.locked-transactions,['Percona MySQL Server Template'],Locked Transactions,0,MySQL Locked Transactions,MySQL,,Percona MySQL Server Template,
MySQL.ibuf-merged,['Percona MySQL Server Template'],Ibuf Merged,0,MySQL Ibuf Merged,MySQL,,Percona MySQL Server Template,
MySQL.ibuf-inserts,['Percona MySQL Server Template'],Ibuf Inserts,0,MySQL Ibuf Inserts,MySQL,,Percona MySQL Server Template,
MySQL.ibuf-free-cells,['Percona MySQL Server Template'],Ibuf Free Cells,0,MySQL Ibuf Free Cells,MySQL,,Percona MySQL Server Template,
MySQL.os-waits,['Percona MySQL Server Template'],Os Waits,0,MySQL Os Waits,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-02,['Percona MySQL Server Template'],Query Time Count 02,0,MySQL Query Time Count 02,MySQL,,Percona MySQL Server Template,
MySQL.page-hash-memory,['Percona MySQL Server Template'],Page Hash Memory,0,MySQL Page Hash Memory,MySQL,,Percona MySQL Server Template,B
MySQL.pages-created,['Percona MySQL Server Template'],Pages Created,0,MySQL Pages Created,MySQL,,Percona MySQL Server Template,B
MySQL.current-transactions,['Percona MySQL Server Template'],Current Transactions,0,MySQL Current Transactions,MySQL,,Percona MySQL Server Template,
MySQL.Created-tmp-tables,['Percona MySQL Server Template'],Created Tmp Tables,0,MySQL Created Tmp Tables,MySQL,,Percona MySQL Server Template,
MySQL.Created-tmp-files,['Percona MySQL Server Template'],Created Tmp Files,0,MySQL Created Tmp Files,MySQL,,Percona MySQL Server Template,
MySQL.Created-tmp-disk-tables,['Percona MySQL Server Template'],Created Tmp Disk Tables,0,MySQL Created Tmp Disk Tables,MySQL,,Percona MySQL Server Template,
MySQL.Connections,['Percona MySQL Server Template'],Connections,0,MySQL Connections,MySQL,,Percona MySQL Server Template,
MySQL.Com-update-multi,['Percona MySQL Server Template'],Com Update Multi,0,MySQL Com Update Multi,MySQL,,Percona MySQL Server Template,
MySQL.Qcache-inserts,['Percona MySQL Server Template'],Qcache Inserts,0,MySQL Qcache Inserts,MySQL,,Percona MySQL Server Template,B
MySQL.Qcache-lowmem-prunes,['Percona MySQL Server Template'],Qcache Lowmem Prunes,0,MySQL Qcache Lowmem Prunes,MySQL,,Percona MySQL Server Template,B
MySQL.Com-update,['Percona MySQL Server Template'],Com Update,0,MySQL Com Update,MySQL,,Percona MySQL Server Template,
MySQL.Qcache-hits,['Percona MySQL Server Template'],Qcache Hits,0,MySQL Qcache Hits,MySQL,,Percona MySQL Server Template,B
MySQL.Com-select,['Percona MySQL Server Template'],Com Select,0,MySQL Com Select,MySQL,,Percona MySQL Server Template,
MySQL.Com-replace-select,['Percona MySQL Server Template'],Com Replace Select,0,MySQL Com Replace Select,MySQL,,Percona MySQL Server Template,
MySQL.Qcache-queries-in-cache,['Percona MySQL Server Template'],Qcache Queries In Cache,0,MySQL Qcache Queries In Cache,MySQL,,Percona MySQL Server Template,B
MySQL.Qcache-total-blocks,['Percona MySQL Server Template'],Qcache Total Blocks,0,MySQL Qcache Total Blocks,MySQL,,Percona MySQL Server Template,B
MySQL.Com-replace,['Percona MySQL Server Template'],Com Replace,0,MySQL Com Replace,MySQL,,Percona MySQL Server Template,
MySQL.query-cache-size,['Percona MySQL Server Template'],Query Cache Size,0,MySQL Query Cache Size,MySQL,,Percona MySQL Server Template,B
MySQL.Query-time-count-00,['Percona MySQL Server Template'],Query Time Count 00,0,MySQL Query Time Count 00,MySQL,,Percona MySQL Server Template,
MySQL.innodb-locked-tables,['Percona MySQL Server Template'],Innodb Locked Tables,0,MySQL Innodb Locked Tables,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-01,['Percona MySQL Server Template'],Query Time Count 01,0,MySQL Query Time Count 01,MySQL,,Percona MySQL Server Template,
MySQL.Com-insert-select,['Percona MySQL Server Template'],Com Insert Select,0,MySQL Com Insert Select,MySQL,,Percona MySQL Server Template,
MySQL.Qcache-not-cached,['Percona MySQL Server Template'],Qcache Not Cached,0,MySQL Qcache Not Cached,MySQL,,Percona MySQL Server Template,B
MySQL.database-pages,['Percona MySQL Server Template'],Database Pages,0,MySQL Database Pages,MySQL,,Percona MySQL Server Template,B
MySQL.Qcache-free-memory,['Percona MySQL Server Template'],Qcache Free Memory,0,MySQL Qcache Free Memory,MySQL,,Percona MySQL Server Template,B
MySQL.Qcache-free-blocks,['Percona MySQL Server Template'],Qcache Free Blocks,0,MySQL Qcache Free Blocks,MySQL,,Percona MySQL Server Template,B
MySQL.pages-read,['Percona MySQL Server Template'],Pages Read,0,MySQL Pages Read,MySQL,,Percona MySQL Server Template,B
MySQL.pages-written,['Percona MySQL Server Template'],Pages Written,0,MySQL Pages Written,MySQL,,Percona MySQL Server Template,B
MySQL.pending-aio-log-ios,['Percona MySQL Server Template'],Pending Aio Log Ios,0,MySQL Pending Aio Log Ios,MySQL,,Percona MySQL Server Template,
MySQL.pending-aio-sync-ios,['Percona MySQL Server Template'],Pending Aio Sync Ios,0,MySQL Pending Aio Sync Ios,MySQL,,Percona MySQL Server Template,
MySQL.pending-buf-pool-flushes,['Percona MySQL Server Template'],Pending Buf Pool Flushes,0,MySQL Pending Buf Pool Flushes,MySQL,,Percona MySQL Server Template,
MySQL.pending-chkp-writes,['Percona MySQL Server Template'],Pending Chkp Writes,0,MySQL Pending Chkp Writes,MySQL,,Percona MySQL Server Template,
MySQL.pending-ibuf-aio-reads,['Percona MySQL Server Template'],Pending Ibuf Aio Reads,0,MySQL Pending Ibuf Aio Reads,MySQL,,Percona MySQL Server Template,
MySQL.pending-log-flushes,['Percona MySQL Server Template'],Pending Log Flushes,0,MySQL Pending Log Flushes,MySQL,,Percona MySQL Server Template,
MySQL.pending-log-writes,['Percona MySQL Server Template'],Pending Log Writes,0,MySQL Pending Log Writes,MySQL,,Percona MySQL Server Template,
MySQL.pending-normal-aio-reads,['Percona MySQL Server Template'],Pending Normal Aio Reads,0,MySQL Pending Normal Aio Reads,MySQL,,Percona MySQL Server Template,
MySQL.Handler-commit,['Percona MySQL Server Template'],Handler Commit,0,MySQL Handler Commit,MySQL,,Percona MySQL Server Template,
MySQL.free-pages,['Percona MySQL Server Template'],Free Pages,0,MySQL Free Pages,MySQL,,Percona MySQL Server Template,B
MySQL.file-writes,['Percona MySQL Server Template'],File Writes,0,MySQL File Writes,MySQL,,Percona MySQL Server Template,
MySQL.pending-normal-aio-writes,['Percona MySQL Server Template'],Pending Normal Aio Writes,0,MySQL Pending Normal Aio Writes,MySQL,,Percona MySQL Server Template,
MySQL.pool-read-requests,['Percona MySQL Server Template'],Pool Read Requests,0,MySQL Pool Read Requests,MySQL,,Percona MySQL Server Template,
MySQL.file-system-memory,['Percona MySQL Server Template'],File System Memory,0,MySQL File System Memory,MySQL,,Percona MySQL Server Template,B
MySQL.file-reads,['Percona MySQL Server Template'],File Reads,0,MySQL File Reads,MySQL,,Percona MySQL Server Template,
MySQL.pool-reads,['Percona MySQL Server Template'],Pool Reads,0,MySQL Pool Reads,MySQL,,Percona MySQL Server Template,
MySQL.pool-size,['Percona MySQL Server Template'],Pool Size,0,MySQL Pool Size,MySQL,,Percona MySQL Server Template,B
MySQL.file-fsyncs,['Percona MySQL Server Template'],File Fsyncs,0,MySQL File Fsyncs,MySQL,,Percona MySQL Server Template,
MySQL.dictionary-cache-memory,['Percona MySQL Server Template'],Dictionary Cache Memory,0,MySQL Dictionary Cache Memory,MySQL,,Percona MySQL Server Template,B
MySQL.Handler-delete,['Percona MySQL Server Template'],Handler Delete,0,MySQL Handler Delete,MySQL,,Percona MySQL Server Template,
MySQL.Key-buf-bytes-unflushed,['Percona MySQL Server Template'],Key Buf Bytes Unflushed,0,MySQL Key Buf Bytes Unflushed,MySQL,,Percona MySQL Server Template,B
MySQL.Query-time-total-03,['Percona MySQL Server Template'],Query Time Total 03,0,MySQL Query Time Total 03,MySQL,,Percona MySQL Server Template,
MySQL.rows-read,['Percona MySQL Server Template'],Rows Read,0,MySQL Rows Read,MySQL,,Percona MySQL Server Template,
MySQL.State-end,['Percona MySQL Server Template'],State End,0,MySQL State End,MySQL,,Percona MySQL Server Template,
MySQL.State-copying-to-tmp-table,['Percona MySQL Server Template'],State Copying To Tmp Table,0,MySQL State Copying To Tmp Table,MySQL,,Percona MySQL Server Template,
MySQL.State-closing-tables,['Percona MySQL Server Template'],State Closing Tables,0,MySQL State Closing Tables,MySQL,,Percona MySQL Server Template,
db.wsrep.connected.query,['Template App OpenStack MySQL'],MySQL cluster node is connected,3,The value is one of 1 (ON) or 0 (OFF),MySQL,,Template App OpenStack MySQL,
db.wsrep.ready.query,['Template App OpenStack MySQL'],MySQL cluster node is ready,3,The value is one of 1 (ON) or 0 (OFF),MySQL,,Template App OpenStack MySQL,
db.wsrep.status.query,['Template App OpenStack MySQL'],MySQL cluster node status,3,"The value is one of 1 (Primary), 2 (Non-Primary) or 3 (Disconnected)",MySQL,,Template App OpenStack MySQL,
mysql.ping,"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL status,3,"It requires user parameter mysql.ping, which is defined in userparameter_mysql.conf

0 - MySQL server is down
1 - MySQL server is up",MySQL,,Template App OpenStack MySQL,
mysql.status[Bytes_received],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL bytes received per second,0,"The number of bytes received from all clients. 

It requires user parameter mysql.status[*], which is defined in 
userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,Bps
MySQL.rows-inserted,['Percona MySQL Server Template'],Rows Inserted,0,MySQL Rows Inserted,MySQL,,Percona MySQL Server Template,
mysql.status[Com_begin],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL begin operations per second,0,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,qps
mysql.status[Com_commit],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL commit operations per second,0,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,qps
mysql.status[Com_delete],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL delete operations per second,0,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,qps
mysql.status[Com_insert],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL insert operations per second,0,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,qps
mysql.status[Com_rollback],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL rollback operations per second,0,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,qps
mysql.status[Com_select],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL select operations per second,0,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,qps
mysql.status[Com_update],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL update operations per second,0,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,qps
mysql.status[Questions],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL queries per second,0,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,qps
mysql.status[Slow_queries],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL slow queries,3,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,
mysql.status[Uptime],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL uptime,3,"It requires user parameter mysql.status, which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,uptime
mysql.version,"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL version,1,"It requires user parameter mysql.uptime, which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,
MySQL.spin-waits,['Percona MySQL Server Template'],Spin Waits,0,MySQL Spin Waits,MySQL,,Percona MySQL Server Template,
MySQL.State-freeing-items,['Percona MySQL Server Template'],State Freeing Items,0,MySQL State Freeing Items,MySQL,,Percona MySQL Server Template,
MySQL.State-init,['Percona MySQL Server Template'],State Init,0,MySQL State Init,MySQL,,Percona MySQL Server Template,
MySQL.State-locked,['Percona MySQL Server Template'],State Locked,0,MySQL State Locked,MySQL,,Percona MySQL Server Template,
MySQL.State-login,['Percona MySQL Server Template'],State Login,0,MySQL State Login,MySQL,,Percona MySQL Server Template,
proc.num[mysqld],['Percona MySQL Server Template'],Total number of mysqld processes,3,Total number of mysqld processes,MySQL,,Percona MySQL Server Template,
MySQL.unflushed-log,['Percona MySQL Server Template'],Unflushed Log,0,MySQL Unflushed Log,MySQL,,Percona MySQL Server Template,B
MySQL.uncheckpointed-bytes,['Percona MySQL Server Template'],Uncheckpointed Bytes,0,MySQL Uncheckpointed Bytes,MySQL,,Percona MySQL Server Template,B
MySQL.total-mem-alloc,['Percona MySQL Server Template'],Total Mem Alloc,0,MySQL Total Mem Alloc,MySQL,,Percona MySQL Server Template,B
MySQL.Threads-running,['Percona MySQL Server Template'],Threads Running,0,MySQL Threads Running,MySQL,,Percona MySQL Server Template,
MySQL.Threads-created,['Percona MySQL Server Template'],Threads Created,0,MySQL Threads Created,MySQL,,Percona MySQL Server Template,
MySQL.Threads-connected,['Percona MySQL Server Template'],Threads Connected,0,MySQL Threads Connected,MySQL,,Percona MySQL Server Template,
MySQL.Threads-cached,['Percona MySQL Server Template'],Threads Cached,0,MySQL Threads Cached,MySQL,,Percona MySQL Server Template,
MySQL.thread-hash-memory,['Percona MySQL Server Template'],Thread Hash Memory,0,MySQL Thread Hash Memory,MySQL,,Percona MySQL Server Template,B
MySQL.thread-cache-size,['Percona MySQL Server Template'],Thread Cache Size,0,MySQL Thread Cache Size,MySQL,,Percona MySQL Server Template,
MySQL.Table-locks-waited,['Percona MySQL Server Template'],Table Locks Waited,0,MySQL Table Locks Waited,MySQL,,Percona MySQL Server Template,
MySQL.table-cache,['Percona MySQL Server Template'],Table Cache,0,MySQL Table Cache,MySQL,,Percona MySQL Server Template,
MySQL.State-writing-to-net,['Percona MySQL Server Template'],State Writing To Net,0,MySQL State Writing To Net,MySQL,,Percona MySQL Server Template,
MySQL.State-updating,['Percona MySQL Server Template'],State Updating,0,MySQL State Updating,MySQL,,Percona MySQL Server Template,
MySQL.State-statistics,['Percona MySQL Server Template'],State Statistics,0,MySQL State Statistics,MySQL,,Percona MySQL Server Template,
MySQL.State-sorting-result,['Percona MySQL Server Template'],State Sorting Result,0,MySQL State Sorting Result,MySQL,,Percona MySQL Server Template,
MySQL.State-sending-data,['Percona MySQL Server Template'],State Sending Data,0,MySQL State Sending Data,MySQL,,Percona MySQL Server Template,
MySQL.State-reading-from-net,['Percona MySQL Server Template'],State Reading From Net,0,MySQL State Reading From Net,MySQL,,Percona MySQL Server Template,
MySQL.State-preparing,['Percona MySQL Server Template'],State Preparing,0,MySQL State Preparing,MySQL,,Percona MySQL Server Template,
MySQL.State-other,['Percona MySQL Server Template'],State Other,0,MySQL State Other,MySQL,,Percona MySQL Server Template,
MySQL.State-none,['Percona MySQL Server Template'],State None,0,MySQL State None,MySQL,,Percona MySQL Server Template,
MySQL.Table-locks-immediate,['Percona MySQL Server Template'],Table Locks Immediate,0,MySQL Table Locks Immediate,MySQL,,Percona MySQL Server Template,
mysql.status[Bytes_sent],"['Template App OpenStack MySQL', 'Template DB MySQL']",MySQL bytes sent per second,0,"The number of bytes sent to all clients.

It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",MySQL,,Template App OpenStack MySQL,Bps
MySQL.slave-stopped,['Percona MySQL Server Template'],Slave Stopped,0,MySQL Slave Stopped,MySQL,,Percona MySQL Server Template,
MySQL.Slow-queries,['Percona MySQL Server Template'],Slow Queries,0,MySQL Slow Queries,MySQL,,Percona MySQL Server Template,
MySQL.Select-full-range-join,['Percona MySQL Server Template'],Select Full Range Join,0,MySQL Select Full Range Join,MySQL,,Percona MySQL Server Template,
MySQL.Select-range,['Percona MySQL Server Template'],Select Range,0,MySQL Select Range,MySQL,,Percona MySQL Server Template,
MySQL.Select-range-check,['Percona MySQL Server Template'],Select Range Check,0,MySQL Select Range Check,MySQL,,Percona MySQL Server Template,
MySQL.Select-scan,['Percona MySQL Server Template'],Select Scan,0,MySQL Select Scan,MySQL,,Percona MySQL Server Template,
MySQL.slave-lag,['Percona MySQL Server Template'],Slave Lag,0,MySQL Slave Lag,MySQL,,Percona MySQL Server Template,
MySQL.running-slave,['Percona MySQL Server Template'],MySQL running slave,3,MySQL running slave,MySQL,,Percona MySQL Server Template,
MySQL.Slave-open-temp-tables,['Percona MySQL Server Template'],Slave Open Temp Tables,0,MySQL Slave Open Temp Tables,MySQL,,Percona MySQL Server Template,
MySQL.Slave-retried-transactions,['Percona MySQL Server Template'],Slave Retried Transactions,0,MySQL Slave Retried Transactions,MySQL,,Percona MySQL Server Template,
MySQL.spin-rounds,['Percona MySQL Server Template'],Spin Rounds,0,MySQL Spin Rounds,MySQL,,Percona MySQL Server Template,
MySQL.Sort-scan,['Percona MySQL Server Template'],Sort Scan,0,MySQL Sort Scan,MySQL,,Percona MySQL Server Template,
MySQL.Sort-rows,['Percona MySQL Server Template'],Sort Rows,0,MySQL Sort Rows,MySQL,,Percona MySQL Server Template,
MySQL.Sort-range,['Percona MySQL Server Template'],Sort Range,0,MySQL Sort Range,MySQL,,Percona MySQL Server Template,
MySQL.slave-running,['Percona MySQL Server Template'],Slave Running,0,MySQL Slave Running,MySQL,,Percona MySQL Server Template,
mysql.slave[io],['Percona MySQL Server Template'],MySQL Slave Slave_IO_Running 运行状态,3,监控Mysql slave IO进程是否异常,MySQL,,Percona MySQL Server Template,
mysql.slave[sql],['Percona MySQL Server Template'],MySQL Slave Slave_SQL_Running 运行状态,3,监控Mysql slave slave进程是否异常,MySQL,,Percona MySQL Server Template,
MySQL.rows-updated,['Percona MySQL Server Template'],Rows Updated,0,MySQL Rows Updated,MySQL,,Percona MySQL Server Template,
MySQL.Select-full-join,['Percona MySQL Server Template'],Select Full Join,0,MySQL Select Full Join,MySQL,,Percona MySQL Server Template,
MySQL.Sort-merge-passes,['Percona MySQL Server Template'],Sort Merge Passes,0,MySQL Sort Merge Passes,MySQL,,Percona MySQL Server Template,
"net.if.out[vlan21,bytes]",['Template OpenStack OS Linux'],network out,3,,NETWORK,,Template OpenStack OS Linux,bps
"net.if.in[vlan21,bytes]",['Template OpenStack OS Linux'],network in,3,,NETWORK,,Template OpenStack OS Linux,bps
net.tcp.service[nntp],['Template App NNTP Service'],NNTP service is running,3,,NNTP service,,Template App NNTP Service,
net.udp.service[ntp],['Template App NTP Service'],NTP service is running,3,,NTP service,,Template App NTP Service,
"vmware.hv.network.out[{$URL},{HOST.HOST},bps]",['Template VM VMware Hypervisor'],Number of bytes transmitted,3,,Network,,Template VM VMware Hypervisor,Bps
"vmware.hv.network.in[{$URL},{HOST.HOST},bps]",['Template VM VMware Hypervisor'],Number of bytes received,3,,Network,,Template VM VMware Hypervisor,Bps
net.if.in.discards[ifInDiscards.{#SNMPINDEX}],"['Template Module Interfaces SNMPv1', 'Template Module Interfaces Simple SNMPv2', 'Template Module Interfaces Simple SNMPv1', 'Template Module Interfaces SNMPv2', 'Template Module Interfaces Windows SNMPv2']",Interface {#IFNAME}({#IFALIAS}): Inbound packets discarded,3,"MIB: IF-MIB
The number of inbound packets which were chosen to be discarded
even though no errors had been detected to prevent their being deliverable to a higher-layer protocol.
One possible reason for discarding such a packet could be to free up buffer space.
Discontinuities in the value of this counter can occur at re-initialization of the management system,
and at other times as indicated by the value of ifCounterDiscontinuityTime.",Network interfaces,Network Interfaces Discovery,Template Module Interfaces SNMPv1,
